================================================================================
RUNG 3A GAM AUDIT — n_splines hyperparameter sensitivity sweep
================================================================================
Loading panel: data/master_panel_v2.parquet
  46,811 rows, 119 months, 442 tickers, 27 features

================================================================================
n_splines = 3
================================================================================
  ERROR for n_splines=3: n_splines must be > spline_order. found: n_splines = 3 and spline_order = 3

================================================================================
n_splines = 5
================================================================================
  [gam_ns15] fold  33/58 | 2022-10 | n_train=35,270 | n_test= 422 | IC=-0.1329 | elapsed=1002.2s
  [gam_ns15] fold  34/58 | 2022-11 | n_train=35,692 | n_test= 423 | IC=-0.1222 | elapsed=1041.0s
  [gam_ns15] fold  35/58 | 2022-12 | n_train=36,114 | n_test= 423 | IC=+0.1671 | elapsed=1080.6s
  [gam_ns15] fold  36/58 | 2023-01 | n_train=36,537 | n_test= 424 | IC=+0.0679 | elapsed=1120.5s
  [gam_ns15] fold  37/58 | 2023-02 | n_train=36,960 | n_test= 424 | IC=-0.0531 | elapsed=1164.2s
  [gam_ns15] fold  38/58 | 2023-03 | n_train=37,384 | n_test= 424 | IC=-0.0699 | elapsed=1205.5s
  [gam_ns15] fold  39/58 | 2023-04 | n_train=37,808 | n_test= 424 | IC=+0.1247 | elapsed=1246.5s
  [gam_ns15] fold  40/58 | 2023-05 | n_train=38,232 | n_test= 425 | IC=+0.0679 | elapsed=1288.3s
  [gam_ns15] fold  41/58 | 2023-06 | n_train=38,656 | n_test= 425 | IC=+0.0764 | elapsed=1330.3s
  [gam_ns15] fold  42/58 | 2023-07 | n_train=39,081 | n_test= 425 | IC=-0.0098 | elapsed=1373.1s
  [gam_ns15] fold  43/58 | 2023-08 | n_train=39,506 | n_test= 426 | IC=-0.0287 | elapsed=1415.8s
  [gam_ns15] fold  44/58 | 2023-09 | n_train=39,931 | n_test= 427 | IC=-0.2519 | elapsed=1459.7s
  [gam_ns15] fold  45/58 | 2023-10 | n_train=40,357 | n_test= 428 | IC=+0.1015 | elapsed=1505.6s
  [gam_ns15] fold  46/58 | 2023-11 | n_train=40,784 | n_test= 428 | IC=+0.2300 | elapsed=1551.8s
  [gam_ns15] fold  47/58 | 2023-12 | n_train=41,212 | n_test= 428 | IC=-0.1305 | elapsed=1598.4s
  [gam_ns15] fold  48/58 | 2024-01 | n_train=41,640 | n_test= 428 | IC=+0.1677 | elapsed=1646.2s
  [gam_ns15] fold  49/58 | 2024-02 | n_train=42,068 | n_test= 428 | IC=+0.0810 | elapsed=1695.5s
  [gam_ns15] fold  50/58 | 2024-03 | n_train=42,496 | n_test= 429 | IC=-0.0940 | elapsed=1745.7s
  [gam_ns15] fold  51/58 | 2024-04 | n_train=42,924 | n_test= 432 | IC=+0.0593 | elapsed=1794.9s
  [gam_ns15] fold  52/58 | 2024-05 | n_train=43,353 | n_test= 432 | IC=+0.0612 | elapsed=1842.0s
  [gam_ns15] fold  53/58 | 2024-06 | n_train=43,785 | n_test= 432 | IC=-0.0237 | elapsed=1889.7s
  [gam_ns15] fold  54/58 | 2024-07 | n_train=44,217 | n_test= 432 | IC=-0.0285 | elapsed=1937.8s
  [gam_ns15] fold  55/58 | 2024-08 | n_train=44,649 | n_test= 432 | IC=+0.0826 | elapsed=1985.4s
  [gam_ns15] fold  56/58 | 2024-09 | n_train=45,081 | n_test= 432 | IC=-0.0699 | elapsed=2033.2s
  [gam_ns15] fold  57/58 | 2024-10 | n_train=45,513 | n_test= 433 | IC=-0.0161 | elapsed=2082.2s
  [gam_ns15] fold  58/58 | 2024-11 | n_train=45,945 | n_test= 433 | IC=+0.0787 | elapsed=2130.9s

  DONE n_splines=15: IC=+0.0062, IC_IR=0.0652, Sharpe=0.505, Hit=53.4%, elapsed=2131.0s

================================================================================
n_splines = 20
================================================================================
  [gam_ns20] fold   1/58 | 2020-02 | n_train=22,025 | n_test= 401 | IC=+0.0216 | elapsed=36.7s
  [gam_ns20] fold   2/58 | 2020-03 | n_train=22,426 | n_test= 401 | IC=+0.1386 | elapsed=73.2s
  [gam_ns20] fold   3/58 | 2020-04 | n_train=22,827 | n_test= 408 | IC=+0.1299 | elapsed=110.6s
  [gam_ns20] fold   4/58 | 2020-05 | n_train=23,228 | n_test= 408 | IC=+0.0690 | elapsed=148.6s
  [gam_ns20] fold   5/58 | 2020-06 | n_train=23,636 | n_test= 408 | IC=-0.0296 | elapsed=187.0s
  [gam_ns20] fold   6/58 | 2020-07 | n_train=24,044 | n_test= 409 | IC=+0.0758 | elapsed=226.3s
  [gam_ns20] fold   7/58 | 2020-08 | n_train=24,452 | n_test= 409 | IC=-0.0345 | elapsed=266.1s
  [gam_ns20] fold   8/58 | 2020-09 | n_train=24,861 | n_test= 410 | IC=+0.0705 | elapsed=1315.9s
  [gam_ns20] fold   9/58 | 2020-10 | n_train=25,270 | n_test= 409 | IC=+0.0020 | elapsed=1358.2s
  [gam_ns20] fold  10/58 | 2020-11 | n_train=25,680 | n_test= 411 | IC=+0.0616 | elapsed=1399.8s
  [gam_ns20] fold  11/58 | 2020-12 | n_train=26,089 | n_test= 414 | IC=+0.0153 | elapsed=1442.1s
  [gam_ns20] fold  12/58 | 2021-01 | n_train=26,500 | n_test= 416 | IC=+0.0297 | elapsed=1484.9s
  [gam_ns20] fold  13/58 | 2021-02 | n_train=26,914 | n_test= 414 | IC=-0.0809 | elapsed=1528.5s
  [gam_ns20] fold  14/58 | 2021-03 | n_train=27,330 | n_test= 414 | IC=-0.0612 | elapsed=1573.4s
  [gam_ns20] fold  15/58 | 2021-04 | n_train=27,744 | n_test= 416 | IC=-0.0287 | elapsed=1620.4s
  [gam_ns20] fold  16/58 | 2021-05 | n_train=28,158 | n_test= 416 | IC=+0.1315 | elapsed=1668.0s
  [gam_ns20] fold  17/58 | 2021-06 | n_train=28,574 | n_test= 416 | IC=-0.0639 | elapsed=1716.7s
  [gam_ns20] fold  18/58 | 2021-07 | n_train=28,990 | n_test= 417 | IC=-0.0094 | elapsed=1767.9s
  [gam_ns20] fold  19/58 | 2021-08 | n_train=29,406 | n_test= 417 | IC=-0.0297 | elapsed=1823.1s
  [gam_ns20] fold  20/58 | 2021-09 | n_train=29,823 | n_test= 417 | IC=+0.0994 | elapsed=1884.8s
  [gam_ns20] fold  21/58 | 2021-10 | n_train=30,240 | n_test= 418 | IC=+0.1384 | elapsed=1950.9s
  [gam_ns20] fold  22/58 | 2021-11 | n_train=30,657 | n_test= 418 | IC=-0.0210 | elapsed=2019.1s
  [gam_ns20] fold  23/58 | 2021-12 | n_train=31,075 | n_test= 418 | IC=-0.1519 | elapsed=2088.7s
  [gam_ns20] fold  24/58 | 2022-01 | n_train=31,493 | n_test= 418 | IC=-0.0398 | elapsed=2156.4s
  [gam_ns20] fold  25/58 | 2022-02 | n_train=31,911 | n_test= 418 | IC=+0.0388 | elapsed=2230.7s
  [gam_ns20] fold  26/58 | 2022-03 | n_train=32,329 | n_test= 418 | IC=-0.0537 | elapsed=2297.8s
  [gam_ns20] fold  27/58 | 2022-04 | n_train=32,747 | n_test= 419 | IC=-0.1222 | elapsed=2366.9s
  [gam_ns20] fold  28/58 | 2022-05 | n_train=33,165 | n_test= 420 | IC=-0.0593 | elapsed=2439.7s
  [gam_ns20] fold  29/58 | 2022-06 | n_train=33,584 | n_test= 422 | IC=+0.0096 | elapsed=2514.7s
  [gam_ns20] fold  30/58 | 2022-07 | n_train=34,004 | n_test= 422 | IC=+0.0096 | elapsed=2589.8s
  [gam_ns20] fold  31/58 | 2022-08 | n_train=34,426 | n_test= 422 | IC=-0.0357 | elapsed=2666.8s
  [gam_ns20] fold  32/58 | 2022-09 | n_train=34,848 | n_test= 422 | IC=+0.0034 | elapsed=2744.6s
  [gam_ns20] fold  33/58 | 2022-10 | n_train=35,270 | n_test= 422 | IC=-0.1570 | elapsed=2824.3s
